date,gpr_value,gpr_diff,gpr_pct_change,method,start_date,end_date,duration_days,identified_event,identification_method,Event_Name,Wiki_Content,Detected_Locations,Wiki_Scraped_Date,Has_Armed_Conflicts
2023-12-04,194.8569183349609,100.04281616210935,105.51470073483955,spike,,,,GPR Event 2023-12-04,auto_detected,Israel–Hamas war,"• Israel–Hamas war
   - 2023 Israeli invasion of the Gaza Strip At least 316 Palestinians have been killed and 664 injured during the last 24 hours in the Gaza Strip . (Al Jazeera) Five Israeli soldiers are killed in clashes with Hamas , bringing the IDF 's death toll to 80 since the ground invasion began. (Haaretz) The Palestinian telecoms company Paltel reports that telecommunication services have been cut off in the Gaza Strip as Israel intensifies its military operations . (Al Jazeera) United Nations shelters across Gaza record a spike in infectious diseases such as diarrhoea and skin infections , while only one hospital can take on complex surgery or critical trauma cases. One UN shelter in Gaza has also reported a hepatitis A outbreak on Friday. (Al Jazeera)
   - At least 316 Palestinians have been killed and 664 injured during the last 24 hours in the Gaza Strip . (Al Jazeera)
   - Five Israeli soldiers are killed in clashes with Hamas , bringing the IDF 's death toll to 80 since the ground invasion began. (Haaretz)
   - The Palestinian telecoms company Paltel reports that telecommunication services have been cut off in the Gaza Strip as Israel intensifies its military operations . (Al Jazeera)
   - United Nations shelters across Gaza record a spike in infectious diseases such as diarrhoea and skin infections , while only one hospital can take on complex surgery or critical trauma cases. One UN shelter in Gaza has also reported a hepatitis A outbreak on Friday. (Al Jazeera)
   - Qatari prime minister Mohammed bin Abdulrahman bin Jassim Al Thani calls for an ""immediate, comprehensive and impartial international investigation"" into Israel’s military activities in Gaza. (Al Jazeera)

• Russian invasion of Ukraine
   - Eastern Ukraine campaign Battle of Marinka The British Defense Ministry reports that Russia likely controls most of Marinka in Donetsk Oblast . (Kyiv Independent via Yahoo News)
   - Battle of Marinka The British Defense Ministry reports that Russia likely controls most of Marinka in Donetsk Oblast . (Kyiv Independent via Yahoo News)
   - The British Defense Ministry reports that Russia likely controls most of Marinka in Donetsk Oblast . (Kyiv Independent via Yahoo News)
   - Foreign involvement in the Russian invasion of Ukraine The White House says that United States Congress funds designated for providing aid to Ukraine would run out by the end of the year, due to opposition from members of the Republican Party , in a letter made available to the public. (Al Jazeera) The Financial Times reports that the European Union is facing difficulties in agreeing on a new aid package, due to opposition from Hungary . (Al Jazeera) President of Bulgaria Rumen Radev vetoes a proposed agreement to provide Ukraine with armored vehicles , returning the agreement to parliament . (Kyiv Independent)
   - The White House says that United States Congress funds designated for providing aid to Ukraine would run out by the end of the year, due to opposition from members of the Republican Party , in a letter made available to the public. (Al Jazeera)
   - The Financial Times reports that the European Union is facing difficulties in agreeing on a new aid package, due to opposition from Hungary . (Al Jazeera)
   - President of Bulgaria Rumen Radev vetoes a proposed agreement to provide Ukraine with armored vehicles , returning the agreement to parliament . (Kyiv Independent)
   - Russian generals killed during the Russian invasion of Ukraine Voronezh Oblast governor Aleksandr Gusev announces the death of major general Vladimir Zavadsky , deputy commander of the 14th Army Corps , at his combat post in Ukraine. (Reuters)
   - Voronezh Oblast governor Aleksandr Gusev announces the death of major general Vladimir Zavadsky , deputy commander of the 14th Army Corps , at his combat post in Ukraine. (Reuters)","Bulgaria, Donetsk, Gaza, Gaza Strip, Hungary, Israel, Kyiv, Russia, Ukraine, United States",2023-12-04,True
2024-01-09,241.2696990966797,134.6419906616211,126.2729853597337,spike,,,,GPR Event 2024-01-09,auto_detected,Red Sea crisis,"• Red Sea crisis
   - Operation Prosperity Guardian U.S. Navy and Royal Navy warships in the Red Sea shoot down 21 suicide drones and missiles launched by Houthi forces in Yemen . British Defence Secretary Grant Shapps describes it as the largest attack in the area by the Houthis to date. (Reuters)
   - U.S. Navy and Royal Navy warships in the Red Sea shoot down 21 suicide drones and missiles launched by Houthi forces in Yemen . British Defence Secretary Grant Shapps describes it as the largest attack in the area by the Houthis to date. (Reuters)

• 2024 conflict in Ecuador
   - President of Ecuador Daniel Noboa declares a state of emergency following the escape of José Adolfo Macías Villamar , leader of the Los Choneros drug cartel, from prison. Gangsters subsequently storm a TC Televisión newsroom in Guayaquil and launch a series of riots, kidnappings, and explosions across the country. Eight civilians are killed, including two at Centro Comercial Albán Borja , and three more injured during random shootings in Guayaquil, while two police officers are killed in Nobol . As a result, schools are closed and the military is called to stop gang activities. (Al Jazeera)

• 2024 Iran–Israel conflict , Israel–Hezbollah conflict
   - Three Hezbollah militants and Ali Hussein Barji , the commander of Hezbollah's air force at al-Tawil's funeral in Khirbet Selm , southern Lebanon is assassinated by an Israeli strike although Hezbollah denies this claim. ( The Guardian ) (Reuters)","Ecuador, Iran, Israel, Lebanon, Yemen",2024-01-09,True
2024-02-15,214.8081512451172,78.998779296875,58.16887167918128,spike,,,,GPR Event 2024-02-15,auto_detected,Israel–Hamas war,"• Israel–Hamas war
   - Siege of Khan Yunis Israeli special forces raid Nasser Hospital in Khan Yunis , the largest hospital still functioning in the Gaza Strip . At least one person is killed and eight others are reportedly injured during the raid. ( The Guardian )
   - Israeli special forces raid Nasser Hospital in Khan Yunis , the largest hospital still functioning in the Gaza Strip . At least one person is killed and eight others are reportedly injured during the raid. ( The Guardian )","Gaza, Gaza Strip, Israel",2024-02-15,True
2024-04-16,340.5443420410156,109.75070190429688,47.55360756010529,spike,,,,GPR Event 2024-04-16,auto_detected,Israeli–Palestinian conflict,"• Israeli–Palestinian conflict
   - Israel–Hamas war 2024 Iran–Israel conflict , Israel–Hezbollah conflict Ismail Yusuf Baz, commander of Hezbollah 's coastal sector is assassinated with one civilian killed in Ain Ebel , Lebanon , in an Israeli airstrike. (Israel Defense Forces) (Middle East Monitor)
   - 2024 Iran–Israel conflict , Israel–Hezbollah conflict Ismail Yusuf Baz, commander of Hezbollah 's coastal sector is assassinated with one civilian killed in Ain Ebel , Lebanon , in an Israeli airstrike. (Israel Defense Forces) (Middle East Monitor)
   - Ismail Yusuf Baz, commander of Hezbollah 's coastal sector is assassinated with one civilian killed in Ain Ebel , Lebanon , in an Israeli airstrike. (Israel Defense Forces) (Middle East Monitor)
   - Fourteen Israeli soldiers and four civilians were wounded in drone attacks in northern Israel . One IDF officer later succumbs. (Reuters) Al-Maghazi refugee camp airstrikes At least 13 people are killed in a strike on a refugee camp in the Gaza Strip . (CNN)
   - Al-Maghazi refugee camp airstrikes At least 13 people are killed in a strike on a refugee camp in the Gaza Strip . (CNN)
   - At least 13 people are killed in a strike on a refugee camp in the Gaza Strip . (CNN)
   - April 2024 Israeli settler rampages A mob of Israeli settlers in Aqraba kills two Palestinians in revenge for the killing of Israeli teenager Benjamin Achimeir amid escalating ethnoreligious violence in the West Bank . ( The Guardian )
   - A mob of Israeli settlers in Aqraba kills two Palestinians in revenge for the killing of Israeli teenager Benjamin Achimeir amid escalating ethnoreligious violence in the West Bank . ( The Guardian )

• 2024 Wakeley church stabbing
   - Australian police say that the stabbing attack at an Assyrian church in Sydney was an Islamic terrorist act. (Reuters)

• Naxalite–Maoist insurgency
   - Indian security forces kill at least 29 Maoist insurgents in a major counterinsurgency operation in Kanker district , Chhattisgarh . A large quantity of weapons are also seized. (NDTV)

• Peacekeeping operations in Nagorno-Karabakh
   - Russian peacekeepers begin withdrawing from Nagorno-Karabakh , leaving the region under the full control of Azerbaijan . (Caliber.az)

• Russian invasion of Ukraine
   - Ukrainian President Volodymyr Zelenskyy signs a new army draft law. (Reuters)","Azerbaijan, Gaza, Gaza Strip, Iran, Israel, Lebanon, Middle East, Nagorno-Karabakh, Ukraine, West Bank",2024-04-16,True
2024-06-24,212.6078491210937,84.30416870117182,65.70674233603808,spike,,,,GPR Event 2024-06-24,auto_detected,Israel–Hamas war,"• Israel–Hamas war
   - Israeli invasion of the Gaza Strip Gaza humanitarian crisis Eleven Palestinians , including the director of Gaza's Ambulance and Emergency Department, are killed in Israeli airstrikes on the al-Shati refugee camp , Bani Suhaila , and Gaza City . (Reuters)
   - Gaza humanitarian crisis Eleven Palestinians , including the director of Gaza's Ambulance and Emergency Department, are killed in Israeli airstrikes on the al-Shati refugee camp , Bani Suhaila , and Gaza City . (Reuters)
   - Eleven Palestinians , including the director of Gaza's Ambulance and Emergency Department, are killed in Israeli airstrikes on the al-Shati refugee camp , Bani Suhaila , and Gaza City . (Reuters)
   - Three-phase Israel–Hamas war ceasefire proposal Israeli Prime Minister Benjamin Netanyahu rejects the U.S.-backed ceasefire proposal for the war in Gaza , instead committing to continuing the war and ""the goal of eliminating Hamas ."" (TIME)
   - Israeli Prime Minister Benjamin Netanyahu rejects the U.S.-backed ceasefire proposal for the war in Gaza , instead committing to continuing the war and ""the goal of eliminating Hamas ."" (TIME)

• Russian invasion of Ukraine
   - Eastern Ukraine campaign At least four people are killed and 40 others are injured when Russian Iskander-M ballistic missiles hit Pokrovsk in Donetsk Oblast , Ukraine . ( The Kyiv Independent ) (Reuters)
   - At least four people are killed and 40 others are injured when Russian Iskander-M ballistic missiles hit Pokrovsk in Donetsk Oblast , Ukraine . ( The Kyiv Independent ) (Reuters)

• 2024 Dagestan attack
   - The death toll from the attack on a synagogue and Orthodox church in Derbent and Makhachkala , Dagestan , Russia , yesterday, increases to 20, with 46 others injured. (Reuters)","Dagestan, Donetsk, Gaza, Gaza Strip, Israel, Kyiv, Russia, Ukraine",2024-06-24,True
2024-09-11,212.9060516357422,115.29816436767578,118.12381928831788,spike,,,,GPR Event 2024-09-11,auto_detected,Gaza war,"• Gaza war
   - Israeli invasion of the Gaza Strip September 2024 Al-Jawni School attack Eighteen people, including six UNRWA staffers, are killed in Israeli airstrikes on a school in central Gaza . (Reuters) An Israeli Air Force UH-60 Black Hawk helicopter crashes in Rafah during a mission to evacuate an injured combat engineer , killing two personnel on board. ( Times of Israel )
   - September 2024 Al-Jawni School attack Eighteen people, including six UNRWA staffers, are killed in Israeli airstrikes on a school in central Gaza . (Reuters)
   - Eighteen people, including six UNRWA staffers, are killed in Israeli airstrikes on a school in central Gaza . (Reuters)
   - An Israeli Air Force UH-60 Black Hawk helicopter crashes in Rafah during a mission to evacuate an injured combat engineer , killing two personnel on board. ( Times of Israel )
   - 2024 Israeli military operation in the West Bank At least six Palestinians are killed by an Israeli drone strike on Tubas in the West Bank . (Reuters)
   - At least six Palestinians are killed by an Israeli drone strike on Tubas in the West Bank . (Reuters)

• Russian invasion of Ukraine
   - 2024 Kursk offensive Russian forces reportedly recapture 10 settlements in Kursk Oblast . (Anadolu Agency)
   - Russian forces reportedly recapture 10 settlements in Kursk Oblast . (Anadolu Agency)
   - Military aid to Ukraine during the Russo-Ukrainian War The United Kingdom reportedly approves the use of Storm Shadow cruise missiles to strike targets inside Russian territory. ( The Kyiv Independent )
   - The United Kingdom reportedly approves the use of Storm Shadow cruise missiles to strike targets inside Russian territory. ( The Kyiv Independent )

• Israel–Hezbollah conflict
   - One Hezbollah militant is killed and one militant and two civilians are injured in Israeli drone strikes in southern Lebanon . (Al Jazeera)

• Haitian crisis (2018–present)
   - A new wave of shootouts erupts in Haiti over a football match leaving at least one gang leader dead. Reports admit being unable to determine the total death toll. (AP)","Gaza, Gaza Strip, Haiti, Israel, Kyiv, Lebanon, Ukraine, United Kingdom, West Bank",2024-09-11,True
2024-09-26,240.476791381836,65.17668151855474,,high_period,2024-09-26,2024-10-03,8.0,GPR Event 2024-09-26,auto_detected,Israel–Hezbollah conflict,"• Israel–Hezbollah conflict
   - September 2024 Lebanon strikes Lebanese displacement during the Israel–Hezbollah conflict Over 22,000 Lebanese residents have crossed into Syria in order to escape ongoing Israeli bombardment and a potential escalation of the conflict. ( Barron's ) Two people, including Mohammad Hussein Srour, a senior commander in Hezbollah , are killed and 15 others are injured in an Israeli airstrike in Beirut , Lebanon. (Al Jazeera) At least 92 people are killed and 153 others are injured in airstrikes across Lebanon, bringing the total death toll from the airstrikes to more than 700 people. (Al Jazeera)
   - Lebanese displacement during the Israel–Hezbollah conflict Over 22,000 Lebanese residents have crossed into Syria in order to escape ongoing Israeli bombardment and a potential escalation of the conflict. ( Barron's )
   - Over 22,000 Lebanese residents have crossed into Syria in order to escape ongoing Israeli bombardment and a potential escalation of the conflict. ( Barron's )
   - Two people, including Mohammad Hussein Srour, a senior commander in Hezbollah , are killed and 15 others are injured in an Israeli airstrike in Beirut , Lebanon. (Al Jazeera)
   - At least 92 people are killed and 153 others are injured in airstrikes across Lebanon, bringing the total death toll from the airstrikes to more than 700 people. (Al Jazeera)
   - Israel rejects proposals from the United States , Australia , and the European Union to initiate a temporary 21-day ceasefire with Hezbollah. (Reuters) (Reuters 2)

• Russian invasion of Ukraine
   - Eastern Ukraine campaign The Russian Defense Ministry claims that Russian forces have taken the city of Ukrainsk in Donetsk Oblast , Ukraine. ( The Moscow Times )
   - The Russian Defense Ministry claims that Russian forces have taken the city of Ukrainsk in Donetsk Oblast , Ukraine. ( The Moscow Times )
   - United States and the Russian invasion of Ukraine Prior to a meeting with Ukrainian President Volodymyr Zelenskyy , U.S. President Joe Biden announces a military aid package of more than $8 billion for Ukraine and directs The Pentagon to allocate all remaining security funds to Ukraine by the end of his presidential term in January 2025. (Reuters)
   - Prior to a meeting with Ukrainian President Volodymyr Zelenskyy , U.S. President Joe Biden announces a military aid package of more than $8 billion for Ukraine and directs The Pentagon to allocate all remaining security funds to Ukraine by the end of his presidential term in January 2025. (Reuters)

• Gaza war
   - United States support for Israel in the Gaza war The United States grants Israel a $8.7 billion military aid package , with U.S. Secretary of Defense Lloyd Austin stating that the U.S. will not change its commitment to providing military aid to Israel. (Reuters)
   - The United States grants Israel a $8.7 billion military aid package , with U.S. Secretary of Defense Lloyd Austin stating that the U.S. will not change its commitment to providing military aid to Israel. (Reuters)

• Insurgency in Khyber Pakhtunkhwa
   - Eight Pakistani Taliban militants are killed in a shootout with soldiers in North Waziristan District , Khyber Pakhtunkhwa , Pakistan . (AP)","Australia, Donetsk, Gaza, Israel, Lebanon, Pakistan, Syria, Ukraine, United States",2024-09-26,True
2024-11-18,253.1438140869141,155.5559005737305,159.40078537770535,spike,,,,GPR Event 2024-11-18,auto_detected,Russian invasion of Ukraine,"• Russian invasion of Ukraine
   - Russian strikes against Ukrainian infrastructure Odesa strikes Russian forces launch a missile attack on the city of Odesa , Ukraine , for the second consecutive day, killing at least ten civilians, injuring dozens of others and damaging civilian infrastructure, including residential buildings. ( Ukrainska Pravda )
   - Odesa strikes Russian forces launch a missile attack on the city of Odesa , Ukraine , for the second consecutive day, killing at least ten civilians, injuring dozens of others and damaging civilian infrastructure, including residential buildings. ( Ukrainska Pravda )
   - Russian forces launch a missile attack on the city of Odesa , Ukraine , for the second consecutive day, killing at least ten civilians, injuring dozens of others and damaging civilian infrastructure, including residential buildings. ( Ukrainska Pravda )
   - Ukrainian energy crisis , 17 November 2024 Russian strikes on Ukraine Ukraine re-implements nationwide rolling blackouts primarily due to yesterday's destruction of energy infrastructure by Russian airstrikes. (Reuters)
   - Ukraine re-implements nationwide rolling blackouts primarily due to yesterday's destruction of energy infrastructure by Russian airstrikes. (Reuters)

• Israel–Hezbollah conflict
   - 2024 Israeli invasion of Lebanon Hezbollah launches more than 100 missiles at Israel , including Tel Aviv , killing one person and injuring dozens of others. ( The Times of Israel ) Five people are killed and 24 others are injured in an Israeli airstrike on Zuqaq al-Blat , Beirut , Lebanon . (Al Jazeera) Hezbollah and Lebanon both agree to a United States proposal for a ceasefire . However, Israel has refused to comment. (Reuters)
   - Hezbollah launches more than 100 missiles at Israel , including Tel Aviv , killing one person and injuring dozens of others. ( The Times of Israel )
   - Five people are killed and 24 others are injured in an Israeli airstrike on Zuqaq al-Blat , Beirut , Lebanon . (Al Jazeera)
   - Hezbollah and Lebanon both agree to a United States proposal for a ceasefire . However, Israel has refused to comment. (Reuters)

• Insurgency in Khyber Pakhtunkhwa
   - Security forces raid a Lashkar-e-Islam hideout in the Tirah Valley of Khyber Pakhtunkhwa , Pakistan , killing ten militants and injuring several others. (ABC News)
   - A Pakistani Taliban ambush on a military convoy in Khyber district , Khyber Pakhtunkhwa, kills eight soldiers and wounds three others. Several gunmen are also killed. Separately, seven police officers are kidnapped in Bannu . (Voice of America)

• Somali Civil War
   - Three people are killed and another is injured when a land mine , believed to have been planted by Al-Shabaab , explodes on a highway between Afgooye and Wanlaweyn in Lower Shabelle , Somalia . (Garowe Online)

• Twenty gang members are killed by security forces in the Gaza Strip after armed looters hijacked almost 100 trucks bringing aid for the ongoing famine . (The Guardian)","Gaza, Gaza Strip, Israel, Lebanon, Pakistan, Somalia, Ukraine, United States",2024-11-18,True
2025-01-22,157.74131774902344,107.45566177368164,213.69048427323665,spike,,,,GPR Event 2025-01-22,auto_detected,Colombian conflict,"• Colombian conflict
   - A car bomb explosion inside a house in San Juan de Arama , Meta Department , Colombia , kills one person. Authorities confirm that the car was going to be used in an attack and the perpetrator was a member of the Estado Mayor Central . ( El Tiempo )

• Moro conflict
   - Militants from an offshoot branch of the Moro Islamic Liberation Front open fire against a United Nations livelihood project in Sumisip , Basilan , Philippines , killing two soldiers and wounding 12 others. (AP)

• Red Sea crisis
   - The Houthis report that 25 crew members of the Japanese -operated roll-on/roll-off ship Galaxy Leader , including many foreign nationals, are released to Oman , with the Houthis citing support for the 2025 Israel–Hamas war ceasefire as the reason for release. (BBC)","Colombia, Israel, Philippines",2025-01-22,True
2025-03-04,253.4526824951172,99.22381591796875,64.33543740550994,spike,,,,GPR Event 2025-03-04,auto_detected,Hezbollah–Israel conflict,"• Hezbollah–Israel conflict
   - Israeli invasion of Lebanon An Israeli drone strike in Tyre , Lebanon , kills Haidar Hashem, the head of naval forces in Hezbollah 's Radwan Force . ( Times of Israel )
   - An Israeli drone strike in Tyre , Lebanon , kills Haidar Hashem, the head of naval forces in Hezbollah 's Radwan Force . ( Times of Israel )

• Russian invasion of Ukraine
   - Attacks in Russia during the Russian invasion of Ukraine A Ukrainian drone strikes an oil pipeline in Rostov Oblast , Russia , setting the pipeline ablaze for several hours before being put out by firefighters . Russia also reports its air defence units repelled another drone attack near Novoshakhtinsk . (Reuters)
   - A Ukrainian drone strikes an oil pipeline in Rostov Oblast , Russia , setting the pipeline ablaze for several hours before being put out by firefighters . Russia also reports its air defence units repelled another drone attack near Novoshakhtinsk . (Reuters)

• 2024–present Serbian anti-corruption protests
   - Serbian National Assembly brawl At least three Serbian lawmakers are injured after flares and smoke bombs were thrown into the National Assembly . Ana Brnabić , the President of the National Assembly , described the attack as terrorism . (CTV News)
   - At least three Serbian lawmakers are injured after flares and smoke bombs were thrown into the National Assembly . Ana Brnabić , the President of the National Assembly , described the attack as terrorism . (CTV News)

• Insurgency in Khyber Pakhtunkhwa
   - Militants belonging to a splinter group of the Pakistani Taliban storm a Pakistan Army compound in Bannu , Khyber Pakhtunkhwa , Pakistan , after two suicide bombers blow themselves up at the entrance, killing 12 civilians and wounding 30 others after nearby buildings collapsed. Six gunmen are also killed in the shootout . (Al Jazeera)

• New People's Army rebellion
   - A Philippine Air Force FA-50PH fighter jet is reported missing during an overnight combat operation against insurgents in Bukidnon , Philippines . A search and rescue operation to locate the missing pilots is launched with both later being confirmed dead. (Reuters) ( The Philippine Star )

• Red Sea crisis
   - The Houthis claim to have shot down an American MQ-9 UAV , stating that it was conducting ""hostile missions"" over Al Hudaydah . The U.S. Air Force later confirms a loss of contact with the drone. (Al Arabiya)","Israel, Lebanon, Pakistan, Philippines, Russia, Ukraine",2025-03-04,True
2025-04-04,177.26113891601562,79.15373229980469,80.68068969496703,spike,,,,GPR Event 2025-04-04,auto_detected,Russo-Ukrainian War,"• Russo-Ukrainian War
   - Russian invasion of Ukraine Kharkiv strikes , Attacks on civilians in the Russian invasion of Ukraine Five people are killed, including a child, and 35 are injured in a Russian drone attack on a residential area in Novobavarskyi District of Kharkiv , Ukraine . ( Ukrainska Pravda ) Kryvyi Rih strikes A Russian ballistic missile strike on a residential area in Kryvyi Rih , Ukraine , kills 19 people, including nine children, and injures more than 50 others. The Russian Defence Ministry says its forces were targeting a military gathering in the city. (CNN) (BBC News) ( Ukrainska Pravda ) (Reuters)
   - Kharkiv strikes , Attacks on civilians in the Russian invasion of Ukraine Five people are killed, including a child, and 35 are injured in a Russian drone attack on a residential area in Novobavarskyi District of Kharkiv , Ukraine . ( Ukrainska Pravda )
   - Five people are killed, including a child, and 35 are injured in a Russian drone attack on a residential area in Novobavarskyi District of Kharkiv , Ukraine . ( Ukrainska Pravda )
   - Kryvyi Rih strikes A Russian ballistic missile strike on a residential area in Kryvyi Rih , Ukraine , kills 19 people, including nine children, and injures more than 50 others. The Russian Defence Ministry says its forces were targeting a military gathering in the city. (CNN) (BBC News) ( Ukrainska Pravda ) (Reuters)
   - A Russian ballistic missile strike on a residential area in Kryvyi Rih , Ukraine , kills 19 people, including nine children, and injures more than 50 others. The Russian Defence Ministry says its forces were targeting a military gathering in the city. (CNN) (BBC News) ( Ukrainska Pravda ) (Reuters)

• M23 campaign
   - 2025 Walikale offensive The Congolese media reports that M23 rebels retreating from Walikale have arrived in Kibua in North Kivu , Democratic Republic of the Congo. (Critical Threats)
   - The Congolese media reports that M23 rebels retreating from Walikale have arrived in Kibua in North Kivu , Democratic Republic of the Congo. (Critical Threats)

• Syrian civil war
   - Syrian peace process Groups of Kurdish -led Syrian Democratic Forces (SDF) militants withdraw from the two neighborhoods of Sheikh Maqsood and Achrafieh in Aleppo , Syria , as part of a deal with the Syrian government , which will eventually merge the SDF and the Syrian Armed Forces under one command. (AP)
   - Groups of Kurdish -led Syrian Democratic Forces (SDF) militants withdraw from the two neighborhoods of Sheikh Maqsood and Achrafieh in Aleppo , Syria , as part of a deal with the Syrian government , which will eventually merge the SDF and the Syrian Armed Forces under one command. (AP)

• Gaza war
   - More than 30 people are killed in Israeli airstrikes in Gaza . ( Channel 4 News )","Aleppo, Congo, Gaza, Syria, Ukraine",2025-04-04,True
2025-05-26,180.8349609375,77.14667510986328,,high_period,2025-05-05,2025-06-05,32.0,GPR Event 2025-05-26,auto_detected,Gaza war,"• Gaza war
   - Israeli bombing of the Gaza Strip Israeli attacks kill at least 52 Palestinians in Gaza , including 36 in a school used as a shelter. (BBC News)
   - Israeli attacks kill at least 52 Palestinians in Gaza , including 36 in a school used as a shelter. (BBC News)

• Russian invasion of Ukraine
   - Government and intergovernmental reactions to the Russian invasion of Ukraine German chancellor Friedrich Merz announces that Germany and several other NATO allies have lifted all restrictions on Ukraine using long-range weaponry inside Russia . Kremlin Press Secretary Dmitry Peskov says that the decision is contrary to efforts to reach a political settlement to end the war . (Reuters) (Euronews)
   - German chancellor Friedrich Merz announces that Germany and several other NATO allies have lifted all restrictions on Ukraine using long-range weaponry inside Russia . Kremlin Press Secretary Dmitry Peskov says that the decision is contrary to efforts to reach a political settlement to end the war . (Reuters) (Euronews)","Gaza, Gaza Strip, Germany, Russia, Ukraine",2025-05-26,True
